2024-11-06 22:13:34 | process_logger | INFO | Logger inicializado en modo global.
2024-11-06 22:17:05 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:17:05 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:17:05 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:17:05 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:17:05 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:17:05 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:17:07 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:17:07 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:17:07 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:17:07 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:17:07 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:17:07 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:17:17 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:17:17 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:17:17 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:17:17 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:17:17 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:17:17 | process_logger | INFO | Tipo de póliza es 4, devolviendo predicción -1
2024-11-06 22:17:17 | process_logger | INFO | Predicción realizada para claim_id 394115 en 12.0346s
2024-11-06 22:17:17 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:17:17 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:17:17 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:17:17 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:17:17 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:17:17 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:17:17 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:17:17 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:17:19 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:17:19 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:17:19 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:17:19 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:17:19 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:17:19 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:17:29 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:17:29 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:17:29 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:17:29 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:17:29 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:17:29 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:17:29 | process_logger | INFO | Predicción: 6.044710152812982
2024-11-06 22:17:29 | process_logger | INFO | Predicción realizada para claim_id 243530 en 12.0363s
2024-11-06 22:17:29 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:17:29 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:17:29 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:17:29 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:17:29 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:17:29 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:17:29 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:17:29 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:17:31 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:17:31 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:17:31 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:17:31 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:17:31 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:17:31 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:17:41 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:17:41 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:17:41 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:17:41 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:17:41 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:17:41 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:17:41 | process_logger | INFO | Predicción: 5.755813438598005
2024-11-06 22:17:41 | process_logger | INFO | Predicción realizada para claim_id 288203 en 12.0311s
2024-11-06 22:17:41 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:17:41 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:17:41 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:17:41 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:17:41 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:17:41 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:17:41 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:17:41 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:17:43 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:17:43 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:17:43 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:17:43 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:17:43 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:17:43 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:17:53 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:17:53 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:17:53 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:17:53 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:17:53 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:17:53 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:17:53 | process_logger | INFO | Predicción: 4.817652487515653
2024-11-06 22:17:53 | process_logger | INFO | Predicción realizada para claim_id 991981 en 12.0369s
2024-11-06 22:17:53 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:17:53 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:17:53 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:17:53 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:17:53 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:17:53 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:17:53 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:17:53 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:17:55 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:17:55 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:17:55 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:17:55 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:17:55 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:17:55 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:18:05 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:18:05 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:18:05 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:18:05 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:18:05 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:18:05 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:18:05 | process_logger | INFO | Predicción: 4.9815699930677315
2024-11-06 22:18:05 | process_logger | INFO | Predicción realizada para claim_id 435094 en 12.0356s
2024-11-06 22:18:05 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:18:05 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:18:05 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:18:05 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:18:05 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:18:05 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:18:05 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:18:05 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:18:07 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:18:07 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:18:07 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:18:07 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:18:07 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:18:07 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:18:17 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:18:17 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:18:17 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:18:17 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:18:17 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:18:17 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:18:17 | process_logger | INFO | Predicción: 3.2315036114105764
2024-11-06 22:18:17 | process_logger | INFO | Predicción realizada para claim_id 417848 en 12.0315s
2024-11-06 22:18:36 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:18:36 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:18:36 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:18:36 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:18:36 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:18:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:18:36 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:18:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:18:38 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:18:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:18:38 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:18:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:18:38 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:18:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:18:48 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:18:48 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:18:48 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:18:48 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:18:48 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:18:48 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:18:48 | process_logger | INFO | Predicción: 4.384084317938598
2024-11-06 22:18:48 | process_logger | INFO | Predicción realizada para claim_id 561205 en 12.0342s
2024-11-06 22:18:48 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:18:48 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:18:48 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:18:48 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:18:48 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:18:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:18:48 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:18:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:18:50 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:18:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:18:50 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:18:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:18:50 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:18:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:19:00 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:19:00 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:19:00 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:19:00 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:19:00 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:19:00 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:19:00 | process_logger | INFO | Predicción: 2.949009122491966
2024-11-06 22:19:00 | process_logger | INFO | Predicción realizada para claim_id 528569 en 12.0338s
2024-11-06 22:19:00 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:19:00 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:19:00 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:19:00 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:19:00 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:19:00 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:19:00 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:19:00 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:19:02 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:19:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:19:02 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:19:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:19:02 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:19:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:19:12 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:19:12 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:19:12 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:19:12 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:19:12 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:19:12 | process_logger | INFO | Tipo de póliza es 4, devolviendo predicción -1
2024-11-06 22:19:12 | process_logger | INFO | Predicción realizada para claim_id 408550 en 12.027s
2024-11-06 22:19:12 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:19:12 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:19:12 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:19:12 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:19:12 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:19:12 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:19:12 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:19:12 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:19:14 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:19:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:19:14 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:19:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:19:14 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:19:14 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:19:24 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:19:24 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:19:24 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:19:24 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:19:24 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:19:24 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:19:24 | process_logger | INFO | Predicción: 6.165575820663672
2024-11-06 22:19:24 | process_logger | INFO | Predicción realizada para claim_id 208451 en 12.0379s
2024-11-06 22:19:24 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:19:24 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:19:24 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:19:24 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:19:24 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:19:24 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:19:24 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:19:24 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:19:26 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:19:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:19:26 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:19:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:19:26 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:19:26 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:19:36 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:19:36 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:19:36 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:19:36 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:19:36 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:19:36 | process_logger | INFO | Tipo de póliza es 4, devolviendo predicción -1
2024-11-06 22:19:36 | process_logger | INFO | Predicción realizada para claim_id 394115 en 12.024s
2024-11-06 22:19:36 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:19:36 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:19:36 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:19:36 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:19:36 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:19:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:19:36 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:19:36 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:19:38 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:19:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:19:38 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:19:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:19:38 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:19:38 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:19:48 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:19:48 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:19:48 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:19:48 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:19:48 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:19:48 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:19:48 | process_logger | INFO | Predicción: 6.044710152812982
2024-11-06 22:19:48 | process_logger | INFO | Predicción realizada para claim_id 243530 en 12.0369s
2024-11-06 22:19:48 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:19:48 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:19:48 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:19:48 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:19:48 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:19:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:19:48 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:19:48 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:19:50 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:19:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:19:50 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:19:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:19:50 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:19:50 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:20:00 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:20:00 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:20:00 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:20:00 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:20:00 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:20:00 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:20:00 | process_logger | INFO | Predicción: 5.755813438598005
2024-11-06 22:20:00 | process_logger | INFO | Predicción realizada para claim_id 288203 en 12.0365s
2024-11-06 22:20:00 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:20:00 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:20:00 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:20:00 | process_logger | INFO | Ejecutando el pipeline de transformación...
2024-11-06 22:20:00 | process_logger | INFO | Ejecutando Step 1 con pipeline: pipes/pipeline_1.pkl
2024-11-06 22:20:00 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_1.pkl
2024-11-06 22:20:00 | process_logger | INFO | Ejecutando Step 2 con pipeline: pipes/pipeline_2.pkl
2024-11-06 22:20:00 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_2.pkl
2024-11-06 22:20:02 | process_logger | INFO | Ejecutando Step 3 con pipeline: pipes/pipeline_3.pkl
2024-11-06 22:20:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_3.pkl
2024-11-06 22:20:02 | process_logger | INFO | Ejecutando Step 4 con pipeline: pipes/pipeline_4.pkl
2024-11-06 22:20:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_4.pkl
2024-11-06 22:20:02 | process_logger | INFO | Ejecutando Step 5 con pipeline: pipes/pipeline_5.pkl
2024-11-06 22:20:02 | process_logger | INFO | Cargando el pipeline: /app/pipes/pipeline_5.pkl
2024-11-06 22:20:12 | process_logger | INFO | Cargando el diccionario de imputaciones...
2024-11-06 22:20:12 | process_logger | INFO | Imputando valores nulos...
2024-11-06 22:20:12 | process_logger | INFO | Valores nulos imputados.
2024-11-06 22:20:12 | process_logger | INFO | Validando columnas y tipos...
2024-11-06 22:20:12 | process_logger | INFO | Realizando la predicción...
2024-11-06 22:20:12 | process_logger | INFO | Tipo de póliza no es 4, realizando predicción...
2024-11-06 22:20:12 | process_logger | INFO | Predicción: 4.817652487515653
2024-11-06 22:20:12 | process_logger | INFO | Predicción realizada para claim_id 991981 en 12.0313s
2024-11-06 22:20:12 | process_logger | INFO | Solicitud recibida en /api/v1/predict/
2024-11-06 22:20:12 | process_logger | INFO | Cargando el modelo...
2024-11-06 22:20:12 | process_logger | INFO | Cargando el modelo desde: models/linear_regression.pkl
2024-11-06 22:20:12 | process_logger | INFO | Ejecutando el pipeline de transformación...
